nama_variabel,nama_tahun,nama_wilayah,data_content
Index Kedalaman Kemiskinan,2016,Teluk Wondama,10.52
Index Kedalaman Kemiskinan,2016,Teluk Bintuni,10.3
Index Kedalaman Kemiskinan,2016,Manokwari,6.36
Index Kedalaman Kemiskinan,2016,Sorong Selatan,4.42
Index Kedalaman Kemiskinan,2016,Sorong,9.92
Index Kedalaman Kemiskinan,2016,Raja Ampat,4.32
Index Kedalaman Kemiskinan,2016,Tambrauw,5.04
Index Kedalaman Kemiskinan,2016,Maybrat,10.27
Index Kedalaman Kemiskinan,2016,Manokwari Selatan,11.42
Index Kedalaman Kemiskinan,2016,Pegunungan Arfak,5.53
Index Kedalaman Kemiskinan,2016,Kota Sorong,2.59
Index Kedalaman Kemiskinan,2016,PAPUA,9.37
Index Kedalaman Kemiskinan,2016,Merauke,3.33
Index Kedalaman Kemiskinan,2016,Jayawijaya,14.71
Index Kedalaman Kemiskinan,2016,Jayapura,2.57
Index Kedalaman Kemiskinan,2016,Nabire,8.38
Index Kedalaman Kemiskinan,2016,Kepulauan Yapen,9.35
Index Kedalaman Kemiskinan,2016,Biak Numfor,7.45
Index Kedalaman Kemiskinan,2016,Paniai,9.63
Index Kedalaman Kemiskinan,2016,Puncak Jaya,5.82
Index Kedalaman Kemiskinan,2016,Mimika,3.6
Index Kedalaman Kemiskinan,2016,Boven Digoel,4.22
Index Kedalaman Kemiskinan,2016,Mappi,8.46
Index Kedalaman Kemiskinan,2016,Asmat,6.87
Index Kedalaman Kemiskinan,2016,Yahukimo,10.47
Index Kedalaman Kemiskinan,2016,Pegunungan Bintang,5.15
Index Kedalaman Kemiskinan,2016,Tolikara,8.28
Index Kedalaman Kemiskinan,2016,Sarmi,2.31
Index Kedalaman Kemiskinan,2016,Keerom,4.64
Index Kedalaman Kemiskinan,2016,Waropen,12.57
Index Kedalaman Kemiskinan,2016,Supiori,10.91
Index Kedalaman Kemiskinan,2016,Mamberamo Raya,7.03
Index Kedalaman Kemiskinan,2016,Nduga *,7.3
Index Kedalaman Kemiskinan,2016,Lanny Jaya,11.64
Index Kedalaman Kemiskinan,2016,Mamberamo Tengah,5.53
Index Kedalaman Kemiskinan,2016,Yalimo,9.73
Index Kedalaman Kemiskinan,2016,Puncak,5.77
Index Kedalaman Kemiskinan,2016,Dogiyai,9.3
Index Kedalaman Kemiskinan,2016,Intan Jaya,13.97
Index Kedalaman Kemiskinan,2016,Deiyai,11.48
Index Kedalaman Kemiskinan,2016,Kota Jayapura,1.63
Index Kedalaman Kemiskinan,2015,ACEH,3.1
Index Kedalaman Kemiskinan,2015,Simeulue,2.97
Index Kedalaman Kemiskinan,2015,Aceh Singkil,5.29
Index Kedalaman Kemiskinan,2015,Aceh Selatan,1.94
Index Kedalaman Kemiskinan,2015,Aceh Tenggara,2.71
Index Kedalaman Kemiskinan,2015,Aceh Timur,2.33
Index Kedalaman Kemiskinan,2015,Aceh Tengah,2.58
Index Kedalaman Kemiskinan,2015,Aceh Barat,4.28
Index Kedalaman Kemiskinan,2015,Aceh Besar,2.54
Index Kedalaman Kemiskinan,2015,Pidie,4.28
Index Kedalaman Kemiskinan,2015,Bireuen,2.11
Index Kedalaman Kemiskinan,2015,Aceh Utara,3.14
Index Kedalaman Kemiskinan,2015,Aceh Barat Daya,2.66
Index Kedalaman Kemiskinan,2015,Gayo Lues,4.1
Index Kedalaman Kemiskinan,2015,Aceh Tamiang,1.88
Index Kedalaman Kemiskinan,2015,Nagan Raya,3.84
Index Kedalaman Kemiskinan,2015,Aceh Jaya,2.37
Index Kedalaman Kemiskinan,2015,Bener Meriah,3.29
Index Kedalaman Kemiskinan,2015,Pidie Jaya,3.92
Index Kedalaman Kemiskinan,2015,Kota Banda Aceh,1.64
Index Kedalaman Kemiskinan,2015,Kota Sabang,2.97
Index Kedalaman Kemiskinan,2015,Kota Langsa,2.06
Index Kedalaman Kemiskinan,2015,Kota Lhokseumawe,2.3
Index Kedalaman Kemiskinan,2015,Kota Subulussalam,3.43
Index Kedalaman Kemiskinan,2015,SUMATERA UTARA,1.65
Index Kedalaman Kemiskinan,2015,Nias,3.31
Index Kedalaman Kemiskinan,2015,Mandailing Natal,1.41
Index Kedalaman Kemiskinan,2015,Tapanuli Selatan,1.28
Index Kedalaman Kemiskinan,2015,Tapanuli Tengah,2
Index Kedalaman Kemiskinan,2015,Tapanuli Utara,1.61
Index Kedalaman Kemiskinan,2015,Toba Samosir,1.12
Index Kedalaman Kemiskinan,2015,Labuhan Batu,0.99
Index Kedalaman Kemiskinan,2015,Asahan,1.6
Index Kedalaman Kemiskinan,2015,Simalungun,1.22
Index Kedalaman Kemiskinan,2015,Dairi,0.91
Index Kedalaman Kemiskinan,2015,Karo,1.38
Index Kedalaman Kemiskinan,2015,Deli Serdang,0.47
Index Kedalaman Kemiskinan,2015,Langkat,1.7
Index Kedalaman Kemiskinan,2015,Nias Selatan,2.67
Index Kedalaman Kemiskinan,2015,Humbang Hasundutan,1.24
Index Kedalaman Kemiskinan,2015,Pakpak Bharat,1.19
Index Kedalaman Kemiskinan,2015,Samosir,1.48
Index Kedalaman Kemiskinan,2015,Serdang Bedagai,1.25
Index Kedalaman Kemiskinan,2015,Batu Bara,1.46
Index Kedalaman Kemiskinan,2015,Padang Lawas Utara,1.23
Index Kedalaman Kemiskinan,2015,Padang Lawas,0.91
Index Kedalaman Kemiskinan,2015,Labuhan Batu Selatan,1.48
Index Kedalaman Kemiskinan,2015,Labuhan Batu Utara,1.75
Index Kedalaman Kemiskinan,2015,Nias Utara,5.84
Index Kedalaman Kemiskinan,2015,Nias Barat,5.79
Index Kedalaman Kemiskinan,2015,Kota Sibolga,2.41
Index Kedalaman Kemiskinan,2015,Kota Tanjung Balai,2.23
Index Kedalaman Kemiskinan,2015,Kota Pematang Siantar,1.39
Index Kedalaman Kemiskinan,2015,Kota Tebing Tinggi,1.48
Index Kedalaman Kemiskinan,2015,Kota Medan,1.21
Index Kedalaman Kemiskinan,2015,Kota Binjai,0.81
Index Kedalaman Kemiskinan,2015,Kota Padangsidimpuan,1.71
Index Kedalaman Kemiskinan,2015,Kota Gunungsitoli,4.33
Index Kedalaman Kemiskinan,2015,SUMATERA BARAT,0.98
Index Kedalaman Kemiskinan,2015,Kepulauan Mentawai,2.83
Index Kedalaman Kemiskinan,2015,Pesisir Selatan,0.84
Index Kedalaman Kemiskinan,2015,Solok,1.12
Index Kedalaman Kemiskinan,2015,Sijunjung,1.05
Index Kedalaman Kemiskinan,2015,Tanah Datar,0.45
Index Kedalaman Kemiskinan,2015,Padang Pariaman,1.06
Index Kedalaman Kemiskinan,2015,Agam,0.89
Index Kedalaman Kemiskinan,2015,Lima Puluh Kota,0.89
Index Kedalaman Kemiskinan,2015,Pasaman,1.09
Index Kedalaman Kemiskinan,2015,Solok Selatan,1.06
Index Kedalaman Kemiskinan,2015,Dharmasraya,1.04
Index Kedalaman Kemiskinan,2015,Pasaman Barat,1.33
Index Kedalaman Kemiskinan,2015,Kota Padang,0.54
Index Kedalaman Kemiskinan,2015,Kota Solok,0.49
Index Kedalaman Kemiskinan,2015,Kota Sawah Lunto,0.18
Index Kedalaman Kemiskinan,2015,Kota Padang Panjang,0.54
Index Kedalaman Kemiskinan,2015,Kota Bukittinggi,0.93
Index Kedalaman Kemiskinan,2015,Kota Payakumbuh,0.79
Index Kedalaman Kemiskinan,2015,Kota Pariaman,0.58
Index Kedalaman Kemiskinan,2015,RIAU,1.38
Index Kedalaman Kemiskinan,2015,Kuantan Singingi,1.48
Index Kedalaman Kemiskinan,2015,Indragiri Hulu,1.22
Index Kedalaman Kemiskinan,2015,Indragiri Hilir,1.45
Index Kedalaman Kemiskinan,2015,Pelalawan,2.38
Index Kedalaman Kemiskinan,2015,Siak,0.64
Index Kedalaman Kemiskinan,2015,Kampar,1.41
Index Kedalaman Kemiskinan,2015,Rokan Hulu,1.54
Index Kedalaman Kemiskinan,2015,Bengkalis,1.05
Index Kedalaman Kemiskinan,2015,Rokan Hilir,1.18
Index Kedalaman Kemiskinan,2015,Kepulauan Meranti,6.63
Index Kedalaman Kemiskinan,2015,Kota Pekanbaru,0.36
Index Kedalaman Kemiskinan,2015,Kota Dumai,0.59
Index Kedalaman Kemiskinan,2015,JAMBI,1.42
Index Kedalaman Kemiskinan,2015,Kerinci,1.3
Index Kedalaman Kemiskinan,2015,Merangin,1.57
Index Kedalaman Kemiskinan,2015,Sarolangun,1.08
Index Kedalaman Kemiskinan,2015,Batang Hari,1.96
Index Kedalaman Kemiskinan,2015,Muaro Jambi,0.61
Index Kedalaman Kemiskinan,2015,Tanjung Jabung Timur,1.98
Index Kedalaman Kemiskinan,2015,Tanjung Jabung Barat,2.15
Index Kedalaman Kemiskinan,2015,Tebo,0.7
Index Kedalaman Kemiskinan,2015,Bungo,0.64
Index Kedalaman Kemiskinan,2015,Kota Jambi,1.36
Index Kedalaman Kemiskinan,2015,Kota Sungai Penuh,0.53
Index Kedalaman Kemiskinan,2015,SUMATERA SELATAN,2.46
Index Kedalaman Kemiskinan,2015,Ogan Komering Ulu,1.92
Index Kedalaman Kemiskinan,2015,Ogan Komering Ilir,3.11
Index Kedalaman Kemiskinan,2015,Muara Enim,2.25
Index Kedalaman Kemiskinan,2015,Lahat,2.81
Index Kedalaman Kemiskinan,2015,Musi Rawas,2.06
Index Kedalaman Kemiskinan,2015,Musi Banyuasin,2.64
Index Kedalaman Kemiskinan,2015,Banyu Asin,2.52
Index Kedalaman Kemiskinan,2015,Ogan Komering Ulu Selatan,1.67
Index Kedalaman Kemiskinan,2015,Ogan Komering Ulu Timur,1.51
Index Kedalaman Kemiskinan,2015,Ogan Ilir,2.76
Index Kedalaman Kemiskinan,2015,Empat Lawang,1.8
Index Kedalaman Kemiskinan,2015,Penukal Abab Lematang Ilir,2.24
Index Kedalaman Kemiskinan,2015,Musi Rawas Utara,3.25
Index Kedalaman Kemiskinan,2015,Kota Palembang,2.05
Index Kedalaman Kemiskinan,2015,Kota Prabumulih,1.82
Index Kedalaman Kemiskinan,2015,Kota Pagar Alam,1.59
Index Kedalaman Kemiskinan,2015,Kota Lubuklinggau,2.4
Index Kedalaman Kemiskinan,2015,BENGKULU,3.48
Index Kedalaman Kemiskinan,2015,Bengkulu Selatan,4.53
Index Kedalaman Kemiskinan,2015,Rejang Lebong,3.02
Index Kedalaman Kemiskinan,2015,Bengkulu Utara,2.3
Index Kedalaman Kemiskinan,2015,Kaur,3.76
Index Kedalaman Kemiskinan,2015,Seluma,4.59
Index Kedalaman Kemiskinan,2015,Mukomuko,2.44
Index Kedalaman Kemiskinan,2015,Lebong,1.8
Index Kedalaman Kemiskinan,2015,Kepahiang,2.74
Index Kedalaman Kemiskinan,2015,Bengkulu Tengah,1.25
Index Kedalaman Kemiskinan,2015,Kota Bengkulu,4.3
Index Kedalaman Kemiskinan,2015,LAMPUNG,2.36
Index Kedalaman Kemiskinan,2015,Lampung Barat,2.37
Index Kedalaman Kemiskinan,2015,Tanggamus,1.98
Index Kedalaman Kemiskinan,2015,Lampung Selatan,2.66
Index Kedalaman Kemiskinan,2015,Lampung Timur,2.51
Index Kedalaman Kemiskinan,2015,Lampung Tengah,2.41
Index Kedalaman Kemiskinan,2015,Lampung Utara,4.08
Index Kedalaman Kemiskinan,2015,Way Kanan,2.18
Index Kedalaman Kemiskinan,2015,Tulangbawang,1.84
Index Kedalaman Kemiskinan,2015,Pesawaran,3.12
Index Kedalaman Kemiskinan,2015,Pringsewu,1.4
Index Kedalaman Kemiskinan,2015,Mesuji,1.04
Index Kedalaman Kemiskinan,2015,Tulang Bawang Barat,1.48
Index Kedalaman Kemiskinan,2015,Pesisir Barat,2.52
Index Kedalaman Kemiskinan,2015,Kota Bandar Lampung,1.26
Index Kedalaman Kemiskinan,2015,Kota Metro,1.54
Index Kedalaman Kemiskinan,2015,KEP. BANGKA BELITUNG,0.67
Index Kedalaman Kemiskinan,2015,Bangka,0.57
Index Kedalaman Kemiskinan,2015,Belitung,1.1
Index Kedalaman Kemiskinan,2015,Bangka Barat,0.32
Index Kedalaman Kemiskinan,2015,Bangka Tengah,0.84
Index Kedalaman Kemiskinan,2015,Bangka Selatan,0.44
Index Kedalaman Kemiskinan,2015,Belitung Timur,0.8
Index Kedalaman Kemiskinan,2015,Kota Pangkal Pinang,0.47
Index Kedalaman Kemiskinan,2015,KEPULAUAN RIAU,0.97
Index Kedalaman Kemiskinan,2015,Karimun,0.83
Index Kedalaman Kemiskinan,2015,Bintan,0.76
Index Kedalaman Kemiskinan,2015,Natuna,0.44
Index Kedalaman Kemiskinan,2015,Lingga,1.9
Index Kedalaman Kemiskinan,2015,Kepulauan Anambas,0.99
Index Kedalaman Kemiskinan,2015,Kota Batam,0.7
Index Kedalaman Kemiskinan,2015,Kota Tanjung Pinang,1.2
Index Kedalaman Kemiskinan,2015,DKI JAKARTA,0.52
Index Kedalaman Kemiskinan,2015,Kepulauan Seribu,1.47
Index Kedalaman Kemiskinan,2015,Kota Jakarta Selatan,0.39
Index Kedalaman Kemiskinan,2015,Kota Jakarta Timur,0.5
Index Kedalaman Kemiskinan,2015,Kota Jakarta Pusat,0.24
Index Kedalaman Kemiskinan,2015,Kota Jakarta Barat,0.25
Index Kedalaman Kemiskinan,2015,Kota Jakarta Utara,0.82
Index Kedalaman Kemiskinan,2015,JAWA BARAT,1.63
Index Kedalaman Kemiskinan,2015,Bogor,1.58
Index Kedalaman Kemiskinan,2015,Sukabumi,1.22
Index Kedalaman Kemiskinan,2015,Cianjur,1.85
Index Kedalaman Kemiskinan,2015,Bandung,1.52
Index Kedalaman Kemiskinan,2015,Garut,2.07
Index Kedalaman Kemiskinan,2015,Tasikmalaya,1.9
Index Kedalaman Kemiskinan,2015,Ciamis,1.31
Index Kedalaman Kemiskinan,2015,Kuningan,2.32
Index Kedalaman Kemiskinan,2015,Cirebon,2.42
Index Kedalaman Kemiskinan,2015,Majalengka,2.34
Index Kedalaman Kemiskinan,2015,Sumedang,1.82
Index Kedalaman Kemiskinan,2015,Indramayu,2.37
Index Kedalaman Kemiskinan,2015,Subang,2.49
Index Kedalaman Kemiskinan,2015,Purwakarta,1.42
Index Kedalaman Kemiskinan,2015,Karawang,1.54
Index Kedalaman Kemiskinan,2015,Bekasi,0.75
Index Kedalaman Kemiskinan,2015,Bandung Barat,2.15
Index Kedalaman Kemiskinan,2015,Pangandaran,1.74
Index Kedalaman Kemiskinan,2015,Kota Bogor,1.26
Index Kedalaman Kemiskinan,2015,Kota Sukabumi,1.52
Index Kedalaman Kemiskinan,2015,Kota Bandung,0.72
Index Kedalaman Kemiskinan,2015,Kota Cirebon,1.28
Index Kedalaman Kemiskinan,2015,Kota Bekasi,0.68
Index Kedalaman Kemiskinan,2015,Kota Depok,0.23
Index Kedalaman Kemiskinan,2015,Kota Cimahi,0.91
Index Kedalaman Kemiskinan,2015,Kota Tasikmalaya,2.85
Index Kedalaman Kemiskinan,2015,Kota Banjar,0.76
Index Kedalaman Kemiskinan,2015,JAWA TENGAH,2.44
Index Kedalaman Kemiskinan,2015,Cilacap,2.71
Index Kedalaman Kemiskinan,2015,Banyumas,2.91
Index Kedalaman Kemiskinan,2015,Purbalingga,3.37
Index Kedalaman Kemiskinan,2015,Banjarnegara,3.51
Index Kedalaman Kemiskinan,2015,Kebumen,4.08
Index Kedalaman Kemiskinan,2015,Purworejo,2.43
Index Kedalaman Kemiskinan,2015,Wonosobo,4.74
Index Kedalaman Kemiskinan,2015,Magelang,1.6
Index Kedalaman Kemiskinan,2015,Boyolali,2.01
Index Kedalaman Kemiskinan,2015,Klaten,2.72
Index Kedalaman Kemiskinan,2015,Sukoharjo,1.09
Index Kedalaman Kemiskinan,2015,Wonogiri,2.1
Index Kedalaman Kemiskinan,2015,Karanganyar,1.82
Index Kedalaman Kemiskinan,2015,Sragen,2.69
Index Kedalaman Kemiskinan,2015,Grobogan,2.56
Index Kedalaman Kemiskinan,2015,Blora,2.08
Index Kedalaman Kemiskinan,2015,Rembang,3.47
Index Kedalaman Kemiskinan,2015,Pati,2.02
Index Kedalaman Kemiskinan,2015,Kudus,0.9
Index Kedalaman Kemiskinan,2015,Jepara,1.28
Index Kedalaman Kemiskinan,2015,Demak,2.32
Index Kedalaman Kemiskinan,2015,Semarang,1.33
Index Kedalaman Kemiskinan,2015,Temanggung,1.99
Index Kedalaman Kemiskinan,2015,Kendal,2.17
Index Kedalaman Kemiskinan,2015,Batang,1.8
Index Kedalaman Kemiskinan,2015,Pekalongan,1.98
Index Kedalaman Kemiskinan,2015,Pemalang,3.93
Index Kedalaman Kemiskinan,2015,Tegal,1.5
Index Kedalaman Kemiskinan,2015,Brebes,3.52
Index Kedalaman Kemiskinan,2015,Kota Magelang,1.39
Index Kedalaman Kemiskinan,2015,Kota Surakarta,1.74
Index Kedalaman Kemiskinan,2015,Kota Salatiga,1.07
Index Kedalaman Kemiskinan,2015,Kota Semarang,0.5
Index Kedalaman Kemiskinan,2015,Kota Pekalongan,0.83
Index Kedalaman Kemiskinan,2015,Kota Tegal,1.34
Index Kedalaman Kemiskinan,2015,D I YOGYAKARTA,2.93
Index Kedalaman Kemiskinan,2015,Kulon Progo,4.16
Index Kedalaman Kemiskinan,2015,Bantul,3.16
Index Kedalaman Kemiskinan,2015,Gunung Kidul,4.55
Index Kedalaman Kemiskinan,2015,Sleman,1.46
Index Kedalaman Kemiskinan,2015,Kota Yogyakarta,1.06
Index Kedalaman Kemiskinan,2015,JAWA TIMUR,2.06
Index Kedalaman Kemiskinan,2015,Pacitan,2.92
Index Kedalaman Kemiskinan,2015,Ponorogo,1.63
Index Kedalaman Kemiskinan,2015,Trenggalek,2.18
Index Kedalaman Kemiskinan,2015,Tulungagung,1.27
Index Kedalaman Kemiskinan,2015,Blitar,1.61
Index Kedalaman Kemiskinan,2015,Kediri,2.05
Index Kedalaman Kemiskinan,2015,Malang,2.05
Index Kedalaman Kemiskinan,2015,Lumajang,1.65
Index Kedalaman Kemiskinan,2015,Jember,1.58
Index Kedalaman Kemiskinan,2015,Banyuwangi,1.02
Index Kedalaman Kemiskinan,2015,Bondowoso,1.93
Index Kedalaman Kemiskinan,2015,Situbondo,2.25
Index Kedalaman Kemiskinan,2015,Probolinggo,3.58
Index Kedalaman Kemiskinan,2015,Pasuruan,1.43
Index Kedalaman Kemiskinan,2015,Sidoarjo,0.77
Index Kedalaman Kemiskinan,2015,Mojokerto,1.67
Index Kedalaman Kemiskinan,2015,Jombang,1.59
Index Kedalaman Kemiskinan,2015,Nganjuk,1.73
Index Kedalaman Kemiskinan,2015,Madiun,1.95
Index Kedalaman Kemiskinan,2015,Magetan,1.69
Index Kedalaman Kemiskinan,2015,Ngawi,2.49
Index Kedalaman Kemiskinan,2015,Bojonegoro,2.01
Index Kedalaman Kemiskinan,2015,Tuban,2.98
Index Kedalaman Kemiskinan,2015,Lamongan,2.25
Index Kedalaman Kemiskinan,2015,Gresik,2.58
Index Kedalaman Kemiskinan,2015,Bangkalan,3.31
Index Kedalaman Kemiskinan,2015,Sampang,5.18
Index Kedalaman Kemiskinan,2015,Pamekasan,3.24
Index Kedalaman Kemiskinan,2015,Sumenep,2.39
Index Kedalaman Kemiskinan,2015,Kota Kediri,1.4
Index Kedalaman Kemiskinan,2015,Kota Blitar,0.89
Index Kedalaman Kemiskinan,2015,Kota Malang,0.53
Index Kedalaman Kemiskinan,2015,Kota Probolinggo,1.36
Index Kedalaman Kemiskinan,2015,Kota Pasuruan,1.46
Index Kedalaman Kemiskinan,2015,Kota Mojokerto,1.08
Index Kedalaman Kemiskinan,2015,Kota Madiun,0.56
Index Kedalaman Kemiskinan,2015,Kota Surabaya,0.78
Index Kedalaman Kemiskinan,2015,Kota Batu,0.62
Index Kedalaman Kemiskinan,2015,BANTEN,0.94
Index Kedalaman Kemiskinan,2015,Pandeglang,1.63
Index Kedalaman Kemiskinan,2015,Lebak,1.5
Index Kedalaman Kemiskinan,2015,Tangerang,0.82
Index Kedalaman Kemiskinan,2015,Serang,0.71
Index Kedalaman Kemiskinan,2015,Kota Tangerang,0.87
Index Kedalaman Kemiskinan,2015,Kota Cilegon,0.44
Index Kedalaman Kemiskinan,2015,Kota Serang,0.97
Index Kedalaman Kemiskinan,2015,Kota Tangerang Selatan,0.19
Index Kedalaman Kemiskinan,2015,BALI,0.66
Index Kedalaman Kemiskinan,2015,Jembrana,0.83
Index Kedalaman Kemiskinan,2015,Tabanan,0.5
Index Kedalaman Kemiskinan,2015,Badung,0.17
Index Kedalaman Kemiskinan,2015,Gianyar,0.56
Index Kedalaman Kemiskinan,2015,Klungkung,1
Index Kedalaman Kemiskinan,2015,Bangli,0.77
Index Kedalaman Kemiskinan,2015,Karang Asem,1.01
Index Kedalaman Kemiskinan,2015,Buleleng,0.73
Index Kedalaman Kemiskinan,2015,Kota Denpasar,0.24
Index Kedalaman Kemiskinan,2015,NUSA TENGGARA BARAT,3.25
Index Kedalaman Kemiskinan,2015,Lombok Barat,2.91
Index Kedalaman Kemiskinan,2015,Lombok Tengah,3
Index Kedalaman Kemiskinan,2015,Lombok Timur,3.36
Index Kedalaman Kemiskinan,2015,Sumbawa,2.7
Index Kedalaman Kemiskinan,2015,Dompu,2.4
Index Kedalaman Kemiskinan,2015,Bima,2.41
Index Kedalaman Kemiskinan,2015,Sumbawa Barat,2.93
Index Kedalaman Kemiskinan,2015,Lombok Utara,7.5
Index Kedalaman Kemiskinan,2015,Kota Mataram,1.53
Index Kedalaman Kemiskinan,2015,Kota Bima,1.68
Index Kedalaman Kemiskinan,2015,NUSA TENGGARA TIMUR,4.06
Index Kedalaman Kemiskinan,2015,Sumba Barat,4.88
Index Kedalaman Kemiskinan,2015,Sumba Timur,5.35
Index Kedalaman Kemiskinan,2015,Kupang,5.02
Index Kedalaman Kemiskinan,2015,Timor Tengah Selatan,6.19
Index Kedalaman Kemiskinan,2015,Timor Tengah Utara,4.22
Index Kedalaman Kemiskinan,2015,Belu,2.93
Index Kedalaman Kemiskinan,2015,Alor,3.59
Index Kedalaman Kemiskinan,2015,Lembata,5.55
Index Kedalaman Kemiskinan,2015,Flores Timur,0.92
Index Kedalaman Kemiskinan,2015,Sikka,2.04
Index Kedalaman Kemiskinan,2015,Ende,3.32
Index Kedalaman Kemiskinan,2015,Ngada,2.25
Index Kedalaman Kemiskinan,2015,Manggarai,4.38
Index Kedalaman Kemiskinan,2015,Rote Ndao,6.93
Index Kedalaman Kemiskinan,2015,Manggarai Barat,3.32
Index Kedalaman Kemiskinan,2015,Sumba Tengah,6.1
Index Kedalaman Kemiskinan,2015,Sumba Barat Daya,4.75
Index Kedalaman Kemiskinan,2015,Nagekeo,2.07
Index Kedalaman Kemiskinan,2015,Manggarai Timur,4.72
Index Kedalaman Kemiskinan,2015,Sabu Raijua,6.13
Index Kedalaman Kemiskinan,2015,Malaka,1.92
Index Kedalaman Kemiskinan,2015,Kota Kupang,1.31
Index Kedalaman Kemiskinan,2015,KALIMANTAN BARAT,1.29
Index Kedalaman Kemiskinan,2015,Sambas,1.44
Index Kedalaman Kemiskinan,2015,Bengkayang,0.94
Index Kedalaman Kemiskinan,2015,Landak,2.36
Index Kedalaman Kemiskinan,2015,Pontianak,0.59
Index Kedalaman Kemiskinan,2015,Sanggau,0.79
Index Kedalaman Kemiskinan,2015,Ketapang,1.74
Index Kedalaman Kemiskinan,2015,Sintang,1.15
Index Kedalaman Kemiskinan,2015,Kapuas Hulu,1.73
Index Kedalaman Kemiskinan,2015,Sekadau,0.69
Index Kedalaman Kemiskinan,2015,Melawi,2.4
Index Kedalaman Kemiskinan,2015,Kayong Utara,0.75
Index Kedalaman Kemiskinan,2015,Kubu Raya,0.77
Index Kedalaman Kemiskinan,2015,Kota Pontianak,0.52
Index Kedalaman Kemiskinan,2015,Kota Singkawang,0.66
Index Kedalaman Kemiskinan,2015,KALIMANTAN TENGAH,0.89
Index Kedalaman Kemiskinan,2015,Kotawaringin Barat,0.55
Index Kedalaman Kemiskinan,2015,Kotawaringin Timur,0.61
Index Kedalaman Kemiskinan,2015,Kapuas,0.79
Index Kedalaman Kemiskinan,2015,Barito Selatan,0.69
Index Kedalaman Kemiskinan,2015,Barito Utara,0.88
Index Kedalaman Kemiskinan,2015,Sukamara,0.59
Index Kedalaman Kemiskinan,2015,Lamandau,0.74
Index Kedalaman Kemiskinan,2015,Seruyan,0.88
Index Kedalaman Kemiskinan,2015,Katingan,0.97
Index Kedalaman Kemiskinan,2015,Pulang Pisau,0.63
Index Kedalaman Kemiskinan,2015,Gunung Mas,1.1
Index Kedalaman Kemiskinan,2015,Barito Timur,0.83
Index Kedalaman Kemiskinan,2015,Murung Raya,0.95
Index Kedalaman Kemiskinan,2015,Kota Palangka Raya,0.51
Index Kedalaman Kemiskinan,2015,KALIMANTAN SELATAN,0.74
Index Kedalaman Kemiskinan,2015,Tanah Laut,0.76
Index Kedalaman Kemiskinan,2015,Kota Baru,0.68
Index Kedalaman Kemiskinan,2015,Banjar,0.35
Index Kedalaman Kemiskinan,2015,Barito Kuala,0.99
Index Kedalaman Kemiskinan,2015,Tapin,0.46
Index Kedalaman Kemiskinan,2015,Hulu Sungai Selatan,0.61
Index Kedalaman Kemiskinan,2015,Hulu Sungai Tengah,0.76
Index Kedalaman Kemiskinan,2015,Hulu Sungai Utara,1.13
Index Kedalaman Kemiskinan,2015,Tabalong,0.79
Index Kedalaman Kemiskinan,2015,Tanah Bumbu,0.66
Index Kedalaman Kemiskinan,2015,Balangan,0.84
Index Kedalaman Kemiskinan,2015,Kota Banjarmasin,0.65
Index Kedalaman Kemiskinan,2015,Kota Banjar Baru,0.52
Index Kedalaman Kemiskinan,2015,KALIMANTAN TIMUR,0.9
Index Kedalaman Kemiskinan,2015,Paser,1.07
Index Kedalaman Kemiskinan,2015,Kutai Barat,1.42
Index Kedalaman Kemiskinan,2015,Kutai Kartanegara,1.12
Index Kedalaman Kemiskinan,2015,Kutai Timur,1.22
Index Kedalaman Kemiskinan,2015,Berau,0.89
Index Kedalaman Kemiskinan,2015,Penajam Paser Utara,1.16
Index Kedalaman Kemiskinan,2015,Mahakam Hulu,1.89
Index Kedalaman Kemiskinan,2015,Kota Balikpapan,0.22
Index Kedalaman Kemiskinan,2015,Kota Samarinda,0.65
Index Kedalaman Kemiskinan,2015,Kota Bontang,0.64
Index Kedalaman Kemiskinan,2015,KALIMANTAN UTARA,0.79
Index Kedalaman Kemiskinan,2015,Malinau,0.81
Index Kedalaman Kemiskinan,2015,Bulungan,1.37
Index Kedalaman Kemiskinan,2015,Tana Tidung,0.92
Index Kedalaman Kemiskinan,2015,Nunukan,0.53
Index Kedalaman Kemiskinan,2015,Kota Tarakan,0.23
Index Kedalaman Kemiskinan,2015,SULAWESI UTARA,1.34
Index Kedalaman Kemiskinan,2015,Bolaang Mongondow,1.43
Index Kedalaman Kemiskinan,2015,Minahasa,1.39
Index Kedalaman Kemiskinan,2015,Kepulauan Sangihe,1.79
Index Kedalaman Kemiskinan,2015,Kepulauan Talaud,1.75
Index Kedalaman Kemiskinan,2015,Minahasa Selatan,1.53
Index Kedalaman Kemiskinan,2015,Minahasa Utara,1.07
Index Kedalaman Kemiskinan,2015,Bolaang Mongondow Utara,1.14
Index Kedalaman Kemiskinan,2015,Siau Tagulandang Biaro,1.17
Index Kedalaman Kemiskinan,2015,Minahasa Tenggara,3.11
Index Kedalaman Kemiskinan,2015,Bolaang Mongondow Selatan,2.96
Index Kedalaman Kemiskinan,2015,Bolaang Mongondow Timur,0.66
Index Kedalaman Kemiskinan,2015,Kota Manado,0.91
Index Kedalaman Kemiskinan,2015,Kota Bitung,0.55
Index Kedalaman Kemiskinan,2015,Kota Tomohon,1.36
